cache_key,cl_cluster_id,idb_docket,circuit,agency,agency_name,cl_case_name,date_filed,outcome,outcome_label,apptype,nos,juris,administration_case,judgment_date,doctrine_era_judgment,administration_judgment,usapt,usape,claude_challenged_fr,claude_reasoning,fr_lookup_status,fr_citation_official,fr_document_number,fr_publication_date,fr_title,fr_agency_name,fr_parent_department,fr_sub_agency,is_independent_agency,rin_numbers,cfr_references,fr_html_url,fr_significant,fr_type,administration_rule,fr_abstract,fr_explanation,fr_cfr_topics,fr_cfr_references,fr_cfr_ref_titles,fr_topics,fr_page_length,fr_president,fr_action,fr_effective_on,fr_rin,fr_authority_raw,fr_authority_usc,fr_authority_titles
4324078:79 FR 59962,4324078,14-9610,10,CPSC,Consumer Products Safety Commission,"Zen Magnets, LLC v. Consumer Product Safety Commission",12/02/2014,2,Reversed/Vacated,1,-9,-9,Obama,11/22/2016,Chevron Era,Obama,0,0,79 FR 59962,"The court explicitly states ""Petitioner Zen Magnets, LLC ('Zen') challenges a regulation promulgated by Respondent Consumer Product Safety Commission restricting the size and strength of the rare earth magnets that Zen sells. See Final Rule: Safety Standard for Magnet Sets, 79 Fed. Reg. 59,962 (Oct. 3, 2014)."" The court then exercises jurisdiction under 15 U.S.C. § 2060(a) to review this specific safety standard, and ultimately ""VACATE[s] and REMAND[s] the Consumer Product Safety Commission's magnet set safety standard, 79 Fed. Reg. 59,962 (codified at 16 C.F.R. §§ 1240.1-1240.5)."" The other FR citations are background references to the proposed rule and predecessor toy safety standard.",FOUND,79 FR 59962,2014-23341,2014-10-03,Final Rule: Safety Standard for Magnet Sets,Consumer Product Safety Commission,Consumer Product Safety Commission,,True,,16 CFR 1240,https://www.federalregister.gov/documents/2014/10/03/2014-23341/final-rule-safety-standard-for-magnet-sets,,Rule,Obama,"The Consumer Product Safety Commission (CPSC, Commission, or we) is issuing a rule establishing requirements for magnet sets and individual magnets that are intended or marketed to be used with or as magnet sets. As defined in the rule, magnet sets are aggregations of separable magnetic objects that are marketed or commonly used as a manipulative or construction item for entertainment, such as puzzle working, sculpture building, mental stimulation, or stress relief. Under the rule, if a magnet set contains a magnet that fits within the CPSC's small parts cylinder, each magnet in the magnet set must have a flux index of 50 kG\2\ mm\2\ or less. An individual magnet that is marketed or intended for use as part of a magnet set also must meet these requirements. The flux index is determined by the method described in ASTM F963-11, Standard Consumer Safety Specification for Toy Safety.",,"{'cfr_part': '1240', 'topics': ['Consumer protection', 'Imports', 'Incorporation by reference', 'Infants and children', 'Labeling', 'Law enforcement'], 'cfr_title': 16}",Title 16 Part 1240,16,Consumer protection; Imports; Incorporation by reference; Infants and children; Labeling; Law enforcement,28,Barack Obama,Final rule.,2015-04-01,,15 U.S.C. 2056 and 2058.,"15 USC 2056, 15 USC 2058",15
4427913:80 FR 16128,4427913,16-8068,10,-9,NON-AGENCY,State of Wyoming v. Zinke,06/27/2016,6,Remanded,3,899,2,Obama,09/21/2017,Chevron Era,Trump45,0,0,80 FR 16128,"The court explicitly states ""we are asked to decide whether the Bureau of Land Management (BLM) acted beyond its statutory authority when it promulgated a regulation—43 C.F.R. § 3162.3-3 (2015)—governing hydraulic fracturing on lands owned or held in trust by the United States,"" identifying the Fracking Regulation published at 80 Fed. Reg. 16,128 (Mar. 26, 2015) as the specific final rule under challenge. Petitioners filed Petitions for Review of Final Agency Action under the APA seeking to set aside this rule, and the district court ""entered a judgment on June 21, 2016 setting aside the Fracking Regulation."" The Tenth Circuit ultimately dismissed the appeals as prudentially unripe and vacated the district court's judgment, but the challenge was clearly directed at this specific BLM rulemaking published before the case filing date.",FOUND,80 FR 16128,2015-06658,2015-03-26,Oil and Gas; Hydraulic Fracturing on Federal and Indian Lands,Land Management Bureau,Interior Department,Land Management Bureau,False,1004-AE26,43 CFR 3160,https://www.federalregister.gov/documents/2015/03/26/2015-06658/oil-and-gas-hydraulic-fracturing-on-federal-and-indian-lands,True,Rule,Obama,"On May 11, 2012, the Bureau of Land Management (BLM) published in the Federal Register a proposed rule titled Oil and Gas; Well Stimulation, Including Hydraulic Fracturing, on Federal and Indian Lands. Because of significant public interest in hydraulic fracturing and this rulemaking, on May 24, 2013, the BLM published in the Federal Register a supplemental notice of proposed rulemaking and request for comment titled Oil and Gas Hydraulic Fracturing on Federal and Indian Lands. The BLM has used the comments on the supplemental proposed rule and the earlier proposed rule in drafting this final rule. Key changes to the final rule include the allowable use of an expanded set of cement evaluation tools to help ensure that usable water zones have been isolated and protected from contamination, replacement of the ""type well"" concept to demonstrate well integrity with a requirement to demonstrate well integrity for all wells, more stringent requirements related to claims of trade secrets exempt from disclosure, more protective requirements to ensure that fluids recovered during hydraulic fracturing operations are contained, additional disclosure and public availability of information about each hydraulic fracturing operation, and revised records retention requirements to ensure that records of chemicals used in hydraulic fracturing operations are retained for the life of the well. The final rule also provides opportunities for the BLM to coordinate standards and processes with individual states and tribes to reduce administrative costs and to improve efficiency.",,"{'cfr_part': '3160', 'topics': ['Administrative practice and procedure', 'Government contracts', 'Indians-lands', 'Mineral royalties', 'Oil and gas exploration', 'Penalties', 'Reporting and recordkeeping requirements'], 'cfr_title': 43}",Title 43 Part 3160,43,Administrative practice and procedure; Government contracts; Indians-lands; Mineral royalties; Oil and gas exploration; Penalties; Reporting and recordkeeping requirements,95,Barack Obama,Final rule.,2015-06-24,1004-AE26,"25 U.S.C. 396d and 2107; 30 U.S.C. 189, 306, 359, and 1751; and 43 U.S.C. 1732(b), 1733, and 1740.","25 USC 396d, 25 USC 2107, 30 USC 189, 30 USC 306, 30 USC 359, 30 USC 1751, 43 USC 1732, 43 USC 1733, 43 USC 1740","25, 30, 43"
"4478955:77 FR 33,642",4478955,12-1342,0,7,EPA,Util. Air Regulatory Grp. v. Envtl. Prot. Agency,08/06/2012,1,Affirmed/Enforced,1,-9,-9,Obama,03/20/2018,Chevron Era,Trump45,0,0,"77 FR 33,642","The opinion explicitly states the case is ""On Petitions for Review of Final Action of the United States Environmental Protection Agency,"" identifying the challenged rule as ""Regional Haze: Revisions to Provisions Governing Alternatives to Source-Specific Best Available Retrofit Technology (BART) Determinations, Limited SIP Disapprovals, and Federal Implementation Plans, 77 Fed. Reg. 33,642 (June 7, 2012) ('Final Rule')."" Both the conservation petitioners and state/industry petitioners challenge distinct portions of this Final Rule, and the court denies all petitions. The rule was published June 7, 2012, before the case filing date of August 6, 2012.",FOUND,77 FR 33642,2012-13693,2012-06-07,"Regional Haze: Revisions to Provisions Governing Alternatives to Source-Specific Best Available Retrofit Technology (BART) Determinations, Limited SIP Disapprovals, and Federal Implementation Plans",Environmental Protection Agency,Environmental Protection Agency,,True,2060-AR05,40 CFR 51; 40 CFR 52,https://www.federalregister.gov/documents/2012/06/07/2012-13693/regional-haze-revisions-to-provisions-governing-alternatives-to-source-specific-best-available,True,Rule,Obama,"The EPA is finalizing revisions to our rules pertaining to the regional haze program. In this action, the EPA is finalizing our finding that the trading programs in the Transport Rule, also known as the Cross-State Air Pollution Rule (CSAPR), achieve greater reasonable progress towards the national goal of achieving natural visibility conditions in Class I areas than source-specific Best Available Retrofit Technology (BART) in those states covered by the Transport Rule. In this action, the EPA is also finalizing a limited disapproval of the regional haze State Implementation Plans (SIPs) that have been submitted by Alabama, Georgia, Indiana, Iowa, Louisiana, Michigan, Mississippi, Missouri, North Carolina, Ohio, Pennsylvania, South Carolina, Virginia and Texas because these states relied on requirements of the Clean Air Interstate Rule (CAIR) to satisfy certain regional haze requirements. To address deficiencies in CAIR-dependent regional haze SIPs, in this action the EPA is promulgating Federal Implementation Plans (FIPs) to replace reliance on CAIR with reliance on the Transport Rule in the regional haze SIPs of Georgia, Indiana, Iowa, Kentucky, Michigan, Missouri, Ohio, Pennsylvania, South Carolina, Tennessee, Virginia and West Virginia.",,"{'cfr_part': '51', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Incorporation by reference', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Particulate matter', 'Reporting and recordkeeping requirements'], 'cfr_title': 40}; {'cfr_part': '52', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Incorporation by reference', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Particulate matter', 'Reporting and recordkeeping requirements'], 'cfr_title': 40}",Title 40 Part 51; Title 40 Part 52,40,Administrative practice and procedure; Air pollution control; Incorporation by reference; Intergovernmental relations; Nitrogen oxides; Ozone; Particulate matter; Reporting and recordkeeping requirements,18,Barack Obama,Final rule.,2012-08-06,2060-AR05,"23 U.S.C. 101; 42 U.S.C. 7401-7671q. ; 42 U.S.C. 7401, et seq.","23 USC 101, 42 USC 7401-7671q, 42 USC 7401","23, 42"
4478244:80 FR 72790,4478244,13-1256,0,7,EPA,Sierra Club v. Envtl. Prot. Agency,10/16/2013,3,Mixed (Affirmed in Part),1,-9,-9,Obama,03/16/2018,Chevron Era,Trump45,0,0,80 FR 72790,"The opinion explicitly states Sierra Club challenges the ""reconsidered rules"" finalized as ""Final Rule on Reconsideration II"" at 80 Fed. Reg. 72,790 (Nov. 20, 2015), and the court grants in part and denies in part ""the petitions for review"" of that final rule. The two specific challenges — the 130 ppm CO limits and the startup/shutdown work practice standards — both target provisions of this 2015 final rule. Although the case was filed in 2013, it was consolidated with and held in abeyance pending EPA's reconsideration, with the 2015 rule becoming the operative challenged rulemaking.",FOUND,80 FR 72790,2015-29186,2015-11-20,"National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters",Environmental Protection Agency,Environmental Protection Agency,,True,2060-AS09,40 CFR 63,https://www.federalregister.gov/documents/2015/11/20/2015-29186/national-emission-standards-for-hazardous-air-pollutants-for-major-sources-industrial-commercial-and,False,Rule,Obama,"This action sets forth the Environmental Protection Agency's (EPA's) final decision on the issues for which it granted reconsideration on January 21, 2015, that pertain to certain aspects of the January 31, 2013, final amendments to the ""National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters"" (Boiler MACT). The EPA is retaining a minimum carbon monoxide (CO) limit of 130 parts per million (ppm) and the particulate matter (PM) continuous parameter monitoring system (CPMS) requirements, consistent with the January 2013 final rule. The EPA is making minor changes to the proposed definitions of startup and shutdown and work practices during these periods, based on public comments received. Among other things, this final action addresses a number of technical corrections and clarifications of the rule. These corrections will clarify and improve the implementation of the January 2013 final Boiler MACT, but do not have any effect on the environmental, energy, or economic impacts associated with the proposed action. This action also includes our final decision to deny the requests for reconsideration with respect to all issues raised in the petitions for reconsideration of the final Boiler MACT for which we did not grant reconsideration.",,"{'cfr_part': '60', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Environmental protection', 'Hazardous substances'], 'cfr_title': 40}",Title 40 Part 63,40,Administrative practice and procedure; Air pollution control; Environmental protection; Hazardous substances,48,Barack Obama,Final rule; notice of final action on reconsideration.,2015-11-20,2060-AS09,"42 U.S.C. 7401, et seq.",42 USC 7401,42
"4468581:80 FR 12,264",4468581,15-1115,0,7,EPA,S. Coast Air Quality Mgmt. Dist. v. Envtl. Prot. Agency,04/24/2015,1,Affirmed/Enforced,1,-9,-9,Obama,02/16/2018,Chevron Era,Trump45,0,0,"80 FR 12,264","The court explicitly states it is considering ""petitions for review of an Environmental Protection Agency ('EPA') final rule entitled 'Implementation of the 2008 National Ambient Air Quality Standards for Ozone: State Implementation Plan Review Requirements,' 80 Fed. Reg. 12,264 (Mar. 6, 2015)."" Both petitioners seek to vacate specific provisions of this Final Rule, and the court grants in part and denies in part those petitions, vacating nine specific provisions of the rule. The remaining FR citations are background references to prior NAAQS rulemakings and regulatory history.",FOUND,80 FR 12264,2015-04012,2015-03-06,Implementation of the 2008 National Ambient Air Quality Standards for Ozone: State Implementation Plan Requirements,Environmental Protection Agency,Environmental Protection Agency,,True,2060-AR34,40 CFR 50; 40 CFR 51; 40 CFR 52; 40 CFR 70; 40 CFR 71,https://www.federalregister.gov/documents/2015/03/06/2015-04012/implementation-of-the-2008-national-ambient-air-quality-standards-for-ozone-state-implementation,True,Rule,Obama,"The U.S. Environmental Protection Agency (EPA) is establishing a final rule for implementing the 2008 ozone national ambient air quality standards (NAAQS) (the ""2008 ozone NAAQS"") that were promulgated on March 12, 2008. This final rule addresses a range of nonattainment area state implementation plan (SIP) requirements for the 2008 ozone NAAQS, including requirements pertaining to attainment demonstrations, reasonable further progress (RFP), reasonably available control technology (RACT), reasonably available control measures (RACM), major new source review (NSR), emission inventories, and the timing of SIP submissions and of compliance with emission control measures in the SIP. Other issues also addressed in this final rule are the revocation of the 1997 ozone NAAQS and anti-backsliding requirements that apply when the 1997 ozone NAAQS are revoked. If the primary or secondary ozone NAAQS are revised in the future, the EPA expects that this rule will help facilitate implementation of any new standards.",,"{'cfr_part': '50', 'topics': ['Air pollution control', 'Carbon monoxide', 'Environmental protection', 'Lead', 'Nitrogen dioxide', 'Ozone', 'Particulate matter', 'Sulfur oxides'], 'cfr_title': 40}; {'cfr_part': '51', 'topics': ['Air pollution control', 'Intergovernmental relations', 'Ozone', 'Particulate matter', 'Transportation', 'Volatile organic compounds'], 'cfr_title': 40}; {'cfr_part': '52', 'topics': ['Air pollution control', 'Incorporation by reference', 'Intergovernmental relations', 'Ozone', 'Particulate matter'], 'cfr_title': 40}; {'cfr_part': '70', 'topics': ['Air pollution control', 'Environmental protection', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Particulate matter', 'Reporting and recordkeeping requirements', 'Volatile organic compounds'], 'cfr_title': 40}; {'cfr_part': '71', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Environmental protection', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Particulate matter', 'Reporting and recordkeeping requirements', 'Volatile organic compounds'], 'cfr_title': 40}",Title 40 Part 50; Title 40 Part 51; Title 40 Part 52; Title 40 Part 70; Title 40 Part 71,40,Administrative practice and procedure; Air pollution control; Carbon monoxide; Environmental protection; Incorporation by reference; Intergovernmental relations; Lead; Nitrogen dioxide; Nitrogen oxides; Ozone; Particulate matter; Reporting and recordkeeping requirements; Sulfur oxides; Transportation; Volatile organic compounds,56,Barack Obama,Final rule.,2015-04-06,2060-AR34,"42 U.S.C. 7401, et seq. ; 23 U.S.C. 101; 42 U.S.C. 7401-7671q. ; 42 U.S.C. 7401 et seq. ; 42 U.S.C. 7401, et seq. ; 42 U.S.C. 7401, et seq.","42 USC 7401, 23 USC 101, 42 USC 7401-7671q","23, 42"
4478247:nan,4478247,15-1211,0,FCC,FCC,ACA Int'l v. Fed. Commc'ns Comm'n,07/10/2015,3,Mixed (Affirmed in Part),1,-9,-9,Obama,03/16/2018,Chevron Era,Trump45,0,0,,"Petitioners explicitly seek review of the FCC's 2015 Declaratory Ruling and Order (30 FCC Rcd. 7961), challenging four specific aspects of the agency's interpretation and implementation of the TCPA, and the court grants in part and denies in part those petitions. The case is a rulemaking challenge—the court vacates/sets aside portions of the FCC's 2015 order—but no Federal Register citation appears in the opinion for this rule. The challenged rule is identified by its FCC Record citation (30 FCC Rcd. 7961) rather than a Federal Register citation, and it was published before the July 10, 2015 filing date.",FERC_NOT_IN_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4528420:80 FR 21,302",4528420,15-1219,0,7,EPA,Util. Solid Waste Activities Grp. v. Envtl. Prot. Agency,07/15/2015,3,Mixed (Affirmed in Part),1,-9,-9,Obama,08/21/2018,Chevron Era,Trump45,0,0,"80 FR 21,302","The per curiam opinion explicitly states ""These consolidated petitions challenge the Environmental Protection Agency's 2015 Final Rule governing the disposal of coal combustion residuals"" published at ""80 Fed. Reg. 21,302 (April 17, 2015)."" The court was asked to vacate, remand, or uphold specific provisions of that final rule, and it did in fact vacate multiple provisions (e.g., 40 C.F.R. § 257.101(a), § 257.71(a)(1)(i), § 257.50(e)) and remand others. The 83 Fed. Reg. 36,435 citation refers to a subsequent amendment promulgated after the case was filed and is not the challenged rule.",FOUND,80 FR 21302,2015-00257,2015-04-17,Hazardous and Solid Waste Management System; Disposal of Coal Combustion Residuals From Electric Utilities,Environmental Protection Agency,Environmental Protection Agency,,True,,40 CFR 257; 40 CFR 261,https://www.federalregister.gov/documents/2015/04/17/2015-00257/hazardous-and-solid-waste-management-system-disposal-of-coal-combustion-residuals-from-electric,,Rule,Obama,"The Environmental Protection Agency (EPA or the Agency) is publishing a final rule to regulate the disposal of coal combustion residuals (CCR) as solid waste under subtitle D of the Resource Conservation and Recovery Act (RCRA). The available information demonstrates that the risks posed to human health and the environment by certain CCR management units warrant regulatory controls. EPA is finalizing national minimum criteria for existing and new CCR landfills and existing and new CCR surface impoundments and all lateral expansions consisting of location restrictions, design and operating criteria, groundwater monitoring and corrective action, closure requirements and post closure care, and recordkeeping, notification, and internet posting requirements. The rule requires any existing unlined CCR surface impoundment that is contaminating groundwater above a regulated constituent's groundwater protection standard to stop receiving CCR and either retrofit or close, except in limited circumstances. It also requires the closure of any CCR landfill or CCR surface impoundment that cannot meet the applicable performance criteria for location restrictions or structural integrity. Finally, those CCR surface impoundments that do not receive CCR after the effective date of the rule, but still contain water and CCR will be subject to all applicable regulatory requirements, unless the owner or operator of the facility dewaters and installs a final cover system on these inactive units no later than three years from publication of the rule. EPA is deferring its final decision on the Bevill Regulatory Determination because of regulatory and technical uncertainties that cannot be resolved at this time.",,"{'cfr_part': '257', 'topics': ['Environmental protection', 'Hazardous waste'], 'cfr_title': 40}; {'cfr_part': '261', 'topics': ['Environmental protection', 'Hazardous waste', 'Recycling', 'Reporting and recordkeeping requirements'], 'cfr_title': 40}",Title 40 Part 257; Title 40 Part 261,40,Environmental protection; Hazardous waste; Recycling; Reporting and recordkeeping requirements,200,Barack Obama,Final rule.,2015-10-14,,"42 U.S.C. 6907(a)(3), 6912(a)(1), 6944(a); 33 U.S.C. 1345(d) and (e). ; 42 U.S.C. 6905, 6912(a), 6921, 6922, 6924(y) and 6938.","42 USC 6907, 33 USC 1345, 42 USC 6905, 42 USC 6921, 42 USC 6922, 42 USC 6938","33, 42"
"4514876:80 FR 65,470",4514876,15-1487,0,7,EPA,Sierra Club v. Envtl. Prot. Agency,12/22/2015,3,Mixed (Affirmed in Part),1,-9,-9,Obama,07/06/2018,Chevron Era,Trump45,0,0,"80 FR 65,470","The court explicitly states it is considering ""petitions for review of an Environmental Protection Agency ('EPA') final rule entitled 'NESHAP for Brick and Structural Clay Products Manufacturing; and NESHAP for Clay Ceramics Manufacturing,' 80 Fed. Reg. 65,470 (Oct. 26, 2015) ('Brick/Clay Rule')."" The petitioners seek to have the rule vacated or remanded on multiple grounds, and the court ultimately grants in part the Environmental Petitioners' petition and remands the Brick/Clay Rule to the agency. The 81 Fed. Reg. 31,234 citation is the EPA's partial denial of reconsideration of the same rule, which is also under review but published after the case was filed.",FOUND,80 FR 65470,2015-25724,2015-10-26,NESHAP for Brick and Structural Clay Products Manufacturing; and NESHAP for Clay Ceramics Manufacturing,Environmental Protection Agency,Environmental Protection Agency,,True,2060-AP69,40 CFR 63,https://www.federalregister.gov/documents/2015/10/26/2015-25724/neshap-for-brick-and-structural-clay-products-manufacturing-and-neshap-for-clay-ceramics,True,Rule,Obama,"The Environmental Protection Agency (EPA) is finalizing national emission standards for hazardous air pollutants (NESHAP) for Brick and Structural Clay Products (BSCP) Manufacturing and NESHAP for Clay Ceramics Manufacturing. All major sources in these categories must meet maximum achievable control technology (MACT) standards for mercury (Hg), non-mercury (non-Hg) metal hazardous air pollutants (HAP) (or particulate matter (PM) surrogate) and dioxins/furans (Clay Ceramics only); health-based standards for acid gas HAP; and work practice standards, where applicable. The final rule, which has been informed by input from industry (including small businesses), environmental groups, and other stakeholders, protects air quality and promotes public health by reducing emissions of HAP listed in section 112 of the Clean Air Act (CAA).",,"{'cfr_part': '63', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Environmental protection', 'Hazardous substances', 'Incorporation by reference', 'Intergovernmental relations', 'Reporting and recordkeeping requirements'], 'cfr_title': 40}",Title 40 Part 63,40,Administrative practice and procedure; Air pollution control; Environmental protection; Hazardous substances; Incorporation by reference; Intergovernmental relations; Reporting and recordkeeping requirements,101,Barack Obama,Final rule.,2015-12-28,2060-AP69,42 U.S.C. 7401 et seq.,42 USC 7401,42
"4446656:80 FR 81,744",4446656,16-1059,0,8,FERC,Association of Oil Pipe Lines v. Federal Energy Regulatory Commission,02/16/2016,1,Affirmed/Enforced,1,-9,-9,Obama,11/28/2017,Chevron Era,Trump45,0,0,"80 FR 81,744","The opinion explicitly states that ""AOPL filed a petition for review of the 2015 Order in this court on February 16, 2016,"" referring to the Five-Year Review of the Oil Pipeline Index published at 80 Fed. Reg. 81,744 (Dec. 31, 2015). The petitioner challenges this final rulemaking order as arbitrary and capricious under the APA, specifically contesting FERC's methodology choices in setting the oil pipeline index for 2016-2021. The court denies the petition after reviewing the merits of FERC's rulemaking decisions.",FOUND,80 FR 81744,2015-32701,2015-12-31,Five-Year Review of the Oil Pipeline Index,Federal Energy Regulatory Commission,Energy Department,Federal Energy Regulatory Commission,False,,18 CFR 342,https://www.federalregister.gov/documents/2015/12/31/2015-32701/five-year-review-of-the-oil-pipeline-index,,Rule,Obama,"The Federal Energy Regulatory Commission (Commission) issues this Final Order concluding its five-year review of the index level used to determine annual changes to oil pipeline rate ceilings. The Commission establishes an index level of Producer Price Index for Finished Goods plus 1.23 percent (PPI-FG+1.23) for the five-year period commencing July 1, 2016.",,,Title 18 Part 342,18,,9,Barack Obama,Order establishing index level.,,,,,
4454359:81 FR 16285,4454359,16-1105,0,OSHA,OSHA,North America's Building Trades Unions v. Occupational Safety & Health Administration,04/01/2016,1,Affirmed/Enforced,1,-9,-9,Obama,12/22/2017,Chevron Era,Trump45,0,0,81 FR 16285,"The opinion explicitly states it arises ""On Petitions for Review of a Final Rule of the Occupational Safety & Health Administration"" regarding the Silica Rule published at 81 Fed. Reg. 16,285 (Mar. 25, 2016). Both industry petitioners and union petitioners seek review of specific provisions of this final rule, and the court ultimately remands portions of the rule while rejecting other challenges, confirming this is a direct rulemaking challenge to vacate/remand a specific published rule.",NOT_FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4535903:81 FR 26,316",4535903,16-1159,0,LOC,LOC,"SoundExchange, Inc. v. Copyright Royalty Bd.",05/27/2016,1,Affirmed/Enforced,1,-9,-9,Obama,09/18/2018,Chevron Era,Trump45,0,0,"81 FR 26,316","The court explicitly states this is ""an appeal from a final determination of the Copyright Royalty Board"" regarding the ""Web IV"" ratesetting proceeding, published at 81 Fed. Reg. 26,316 (May 2, 2016). SoundExchange and George Johnson seek review of the Board's rate determination, asking the court to set aside aspects of that final determination — specifically challenging the adoption of benchmarks, the effective-competition standard, the rate differentiation between ad-based and subscription services, and the qualified auditor definition. The court reviews the Board's determination under the APA's arbitrary and capricious standard, ultimately affirming the determination.",FOUND,81 FR 26316,2016-09707,2016-05-02,Determination of Royalty Rates and Terms for Ephemeral Recording and Webcasting Digital Performance of Sound Recordings (Web IV),Copyright Royalty Board,Library of Congress,Copyright Royalty Board,False,,37 CFR 380,https://www.federalregister.gov/documents/2016/05/02/2016-09707/determination-of-royalty-rates-and-terms-for-ephemeral-recording-and-webcasting-digital-performance,,Rule,Obama,"The Copyright Royalty Judges announce their determination of rates and terms for two statutory licenses (permitting certain digital performances of sound recordings and the making of ephemeral recordings) for the period beginning January 1, 2016, and ending on December 31, 2020.",,"{'cfr_part': '380', 'topics': ['Copyright'], 'cfr_title': 37}",Title 37 Part 380,37,Copyright,95,Barack Obama,Final rule and order.,2016-05-02,,"17 U.S.C. 112(e), 114(f), 804(b)(3).",17 USC 112,17
"4515520:81 FR 26,697",4515520,16-1230,0,7,EPA,Del. Dep't of Natural Res. & Envtl. Control v. Envtl. Prot. Agency,07/05/2016,1,Affirmed/Enforced,1,-9,-9,Obama,07/10/2018,Chevron Era,Trump45,0,0,"81 FR 26,697","The opinion explicitly states ""In July 2016, Delaware filed a petition for review of EPA's May 2016 rule with this court,"" referring to the final rule published at 81 Fed. Reg. 26,697 (May 4, 2016), which granted the Philadelphia Area a one-year extension to meet the 2008 ozone NAAQS. The court addresses the merits of Delaware's challenge to this final rule and ultimately denies the petition. The other FR citations appear as background context (73 FR 16,436 for the 2008 ozone NAAQS update, 80 FR 51,992 for EPA's proposed rule, and 80 FR 33,840 for a separate SIP rulemaking referenced in Delaware's arbitrary-and-capricious argument).",FOUND,81 FR 26697,2016-09729,2016-05-04,"Determinations of Attainment by the Attainment Date, Extensions of the Attainment Date, and Reclassification of Several Areas for the 2008 Ozone National Ambient Air Quality Standards",Environmental Protection Agency,Environmental Protection Agency,,True,,40 CFR 52; 40 CFR 81,https://www.federalregister.gov/documents/2016/05/04/2016-09729/determinations-of-attainment-by-the-attainment-date-extensions-of-the-attainment-date-and,,Rule,Obama,"The Environmental Protection Agency (EPA) is taking final action on three separate and independent types of determinations for each of the 36 areas that are currently classified as ""Marginal"" for the 2008 ozone National Ambient Air Quality Standards (NAAQS). First, the EPA is determining that 17 areas attained the 2008 ozone NAAQS by the applicable attainment date of July 20, 2015, based on complete, quality-assured and certified ozone monitoring data for 2012-2014. Second, the EPA is granting 1-year attainment date extensions for eight areas on the basis that the requirements for such extensions under the Clean Air Act (CAA) and the EPA's implementing regulations have been met. Third, the EPA is determining that 11 areas failed to attain the 2008 ozone NAAQS by the applicable attainment date of July 20, 2015, and thus are reclassified by operation of law as ""Moderate"" for the 2008 ozone NAAQS. States containing any or any portion of these new Moderate areas must submit State Implementation Plan (SIP) revisions that meet the statutory and regulatory requirements that apply to 2008 ozone nonattainment areas classified as Moderate by January 1, 2017.",,"{'cfr_part': '52', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Environmental protection', 'Incorporation by reference', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Reporting and recordkeeping requirements', 'Volatile organic compounds'], 'cfr_title': 40}; {'cfr_part': '81', 'topics': ['Administrative practice and procedure', 'Air pollution control', 'Environmental protection', 'Intergovernmental relations', 'Nitrogen oxides', 'Ozone', 'Reporting and recordkeeping requirements', 'Volatile organic compounds'], 'cfr_title': 40}",Title 40 Part 52; Title 40 Part 81,40,Administrative practice and procedure; Air pollution control; Environmental protection; Incorporation by reference; Intergovernmental relations; Nitrogen oxides; Ozone; Reporting and recordkeeping requirements; Volatile organic compounds,26,Barack Obama,Final rule.,2016-06-03,,"42 U.S.C. 7401 et seq. ; 42 U.S.C. 7401 et seq. ; 42 U.S.C. 7401, et seq.",42 USC 7401,42
